Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],Count of iterations
OF3,32,LogGRF,07-10,1022921179,55,4296
OF3,32,LogGRF,09-04,1207371242,52,5115
OF3,32,LogGRF,09-05,1316124032,62,7379
OF3,32,LogGRF,09-08,943417238,57,6112
OF3,32,LogGRF,09-10,907590773,63,6416
OF3,32,LogGRF,10-08,569077283,86,11036
OF3,32,LogitGRF,01-02,372783347,89,7468
OF3,32,LogitGRF,01-03,396487083,86,7501
OF3,32,LogitGRF,01-04,288735382,102,8513
OF3,32,LogitGRF,01-05,269508871,71,6364
OF3,32,LogitGRF,01-06,277578632,76,7293
OF3,32,LogitGRF,01-07,395280515,86,9779
OF3,32,LogitGRF,01-08,228290022,93,8187
OF3,32,LogitGRF,01-09,615558744,69,6559
OF3,32,LogitGRF,01-10,400725650,63,5087
OF3,32,LogitGRF,02-04,277349729,86,9534
OF3,32,LogitGRF,02-05,362289994,84,7356
OF3,32,LogitGRF,02-06,405207393,76,9068
OF3,32,LogitGRF,02-08,407109231,94,9806
OF3,32,LogitGRF,02-09,446559439,85,9192
OF3,32,LogitGRF,02-10,325419265,101,8933
OF3,32,LogitGRF,03-02,423039084,78,7201
OF3,32,LogitGRF,03-04,468619663,163,9633
OF3,32,LogitGRF,03-05,318701242,83,7888
OF3,32,LogitGRF,03-06,336543797,94,8537
OF3,32,LogitGRF,03-08,494878629,117,10457
OF3,32,LogitGRF,03-09,336792089,77,7022
OF3,32,LogitGRF,03-10,319412815,84,7528
OF3,32,LogitGRF,04-05,396775695,70,6725
OF3,32,LogitGRF,04-08,321850662,96,9582
OF3,32,LogitGRF,04-10,395283022,71,7013
OF3,32,LogitGRF,05-08,354451775,97,8939
OF3,32,LogitGRF,05-10,403021801,65,5725
OF3,32,LogitGRF,06-04,369378510,83,8267
OF3,32,LogitGRF,06-05,299752705,79,7456
OF3,32,LogitGRF,06-08,309819964,96,8973
OF3,32,LogitGRF,06-09,508254974,108,8841
OF3,32,LogitGRF,06-10,306214778,78,6574
OF3,32,LogitGRF,07-02,646116724,55,4487
OF3,32,LogitGRF,07-03,338360942,68,4795
OF3,32,LogitGRF,07-04,537554275,58,5941
OF3,32,LogitGRF,07-05,446044790,61,4856
OF3,32,LogitGRF,07-06,338591239,71,6198
OF3,32,LogitGRF,07-08,485997525,87,8775
OF3,32,LogitGRF,07-09,540813063,69,7412
OF3,32,LogitGRF,07-10,498953315,64,5189
OF3,32,LogitGRF,09-04,618271414,82,7725
OF3,32,LogitGRF,09-05,495562817,99,9495
OF3,32,LogitGRF,09-08,730136708,69,7917
OF3,32,LogitGRF,09-10,324568360,98,9840
OF3,32,LogitGRF,10-08,494116354,86,8693
OF3,32,MicroscopyImages,01-02,355430655,29,4308
OF3,32,MicroscopyImages,01-03,1098185916,21,3587
OF3,32,MicroscopyImages,01-04,785440951,30,3972
OF3,32,MicroscopyImages,01-05,837699238,26,4410
OF3,32,MicroscopyImages,01-06,914911296,31,4064
OF3,32,MicroscopyImages,01-07,783348776,25,4023
OF3,32,MicroscopyImages,01-08,825498924,31,4627
OF3,32,MicroscopyImages,01-09,687519147,26,4994
OF3,32,MicroscopyImages,01-10,575304142,41,5648
OF3,32,MicroscopyImages,02-04,943358062,42,4562
OF3,32,MicroscopyImages,02-05,768762321,46,6011
OF3,32,MicroscopyImages,02-06,891911225,54,6096
OF3,32,MicroscopyImages,02-08,876811273,46,4592
OF3,32,MicroscopyImages,02-09,499515574,43,7317
OF3,32,MicroscopyImages,02-10,434688459,62,7754
OF3,32,MicroscopyImages,03-02,1261114693,30,4988
OF3,32,MicroscopyImages,03-04,362533441,32,5221
OF3,32,MicroscopyImages,03-05,723827876,27,4676
OF3,32,MicroscopyImages,03-06,531412210,33,5154
OF3,32,MicroscopyImages,03-08,632699786,37,6657
OF3,32,MicroscopyImages,03-09,834947885,23,3846
OF3,32,MicroscopyImages,03-10,894117012,32,4734
OF3,32,MicroscopyImages,04-05,558585877,40,5717
OF3,32,MicroscopyImages,04-08,570145675,51,6402
OF3,32,MicroscopyImages,04-10,580547043,54,6528
OF3,32,MicroscopyImages,05-08,544690610,49,5545
OF3,32,MicroscopyImages,05-10,448346600,50,6340
OF3,32,MicroscopyImages,06-04,498035351,50,6563
OF3,32,MicroscopyImages,06-05,221160878,50,6575
OF3,32,MicroscopyImages,06-08,557386234,55,6338
OF3,32,MicroscopyImages,06-09,562548529,35,4083
OF3,32,MicroscopyImages,06-10,529469128,66,7092
OF3,32,MicroscopyImages,07-02,809432895,32,4926
OF3,32,MicroscopyImages,07-03,691694576,25,4599
OF3,32,MicroscopyImages,07-04,594208839,41,6454
OF3,32,MicroscopyImages,07-05,555259126,33,5845
OF3,32,MicroscopyImages,07-06,565479074,41,5825
OF3,32,MicroscopyImages,07-08,184634704,44,6078
OF3,32,MicroscopyImages,07-09,808362609,30,5169
OF3,32,MicroscopyImages,07-10,702819966,54,7527
OF3,32,MicroscopyImages,09-04,631734096,35,4569
OF3,32,MicroscopyImages,09-05,526083287,32,4700
OF3,32,MicroscopyImages,09-08,812757431,36,4995
OF3,32,MicroscopyImages,09-10,249234745,45,5836
OF3,32,MicroscopyImages,10-08,700069576,57,7381
OF3,32,Shapes,01-02,614400000,18,2675
OF3,32,Shapes,01-03,90800000,36,7160
OF3,32,Shapes,01-04,454487706,25,2886
OF3,32,Shapes,01-05,303709206,24,2780
OF3,32,Shapes,01-06,819200000,23,3040
OF3,32,Shapes,01-07,546096229,31,3708
OF3,32,Shapes,01-08,462841428,19,3173
OF3,32,Shapes,01-09,275200000,29,5622
OF3,32,Shapes,01-10,200594534,29,3634
OF3,32,Shapes,02-04,160754214,13,2424
OF3,32,Shapes,02-05,681115360,10,2148
OF3,32,Shapes,02-06,637152000,10,2136
OF3,32,Shapes,02-08,260095972,8,1911
OF3,32,Shapes,02-09,622976000,12,2759
OF3,32,Shapes,02-10,705097604,12,2684
OF3,32,Shapes,03-02,614400000,10,1838
OF3,32,Shapes,03-04,456065658,15,2416
OF3,32,Shapes,03-05,309842460,15,2788
OF3,32,Shapes,03-06,819200000,12,2214
OF3,32,Shapes,03-08,463650610,9,1870
OF3,32,Shapes,03-09,276800000,23,5083
OF3,32,Shapes,03-10,216388720,16,3004
OF3,32,Shapes,04-05,521202856,15,2242
OF3,32,Shapes,04-08,174133320,12,2503
OF3,32,Shapes,04-10,546928630,18,2886
OF3,32,Shapes,05-08,469253364,9,1839
OF3,32,Shapes,05-10,358932040,16,2749
OF3,32,Shapes,06-04,604690726,15,3040
OF3,32,Shapes,06-05,852558054,13,2237
OF3,32,Shapes,06-08,657002236,10,2342
OF3,32,Shapes,06-09,819200000,17,3292
OF3,32,Shapes,06-10,864549098,14,2573
OF3,32,Shapes,07-02,610447547,13,2407
OF3,32,Shapes,07-03,550931599,18,3125
OF3,32,Shapes,07-04,509492733,16,2569
OF3,32,Shapes,07-05,633499377,18,3255
OF3,32,Shapes,07-06,1101449147,16,3521
OF3,32,Shapes,07-08,544983227,13,2595
OF3,32,Shapes,07-09,603640577,19,3183
OF3,32,Shapes,07-10,618112997,20,3724
OF3,32,Shapes,09-04,468832788,20,3760
OF3,32,Shapes,09-05,387442362,17,3405
OF3,32,Shapes,09-08,499117342,11,2817
OF3,32,Shapes,09-10,326834330,17,3181
OF3,32,Shapes,10-08,597770856,10,2148
OF3,32,WhiteNoise,01-02,67764626,93,7973
OF3,32,WhiteNoise,01-03,71228825,71,8081
OF3,32,WhiteNoise,01-04,84784227,75,8088
OF3,32,WhiteNoise,01-05,74836218,85,8804
OF3,32,WhiteNoise,01-06,62355613,80,8073
OF3,32,WhiteNoise,01-07,70691619,81,6446
OF3,32,WhiteNoise,01-08,66420509,90,7738
OF3,32,WhiteNoise,01-09,79693134,95,8534
OF3,32,WhiteNoise,01-10,71410972,95,6909
OF3,32,WhiteNoise,02-04,84782833,81,7927
OF3,32,WhiteNoise,02-05,72756198,71,7739
OF3,32,WhiteNoise,02-06,69817713,86,8154
OF3,32,WhiteNoise,02-08,64096403,66,6391
OF3,32,WhiteNoise,02-09,72032034,91,8306
OF3,32,WhiteNoise,02-10,74161426,91,8080
OF3,32,WhiteNoise,03-02,70167457,92,8574
OF3,32,WhiteNoise,03-04,87232786,88,9274
OF3,32,WhiteNoise,03-05,74887573,116,8161
OF3,32,WhiteNoise,03-06,63842690,90,8589
OF3,32,WhiteNoise,03-08,78206990,83,7564
OF3,32,WhiteNoise,03-09,74489161,73,8121
OF3,32,WhiteNoise,03-10,66287553,77,7724
OF3,32,WhiteNoise,04-05,72129431,69,6903
OF3,32,WhiteNoise,04-08,87379878,75,7022
OF3,32,WhiteNoise,04-10,98770723,84,7487
OF3,32,WhiteNoise,05-08,76000349,80,7409
OF3,32,WhiteNoise,05-10,81708990,87,8125
OF3,32,WhiteNoise,06-04,75522308,95,8467
OF3,32,WhiteNoise,06-05,68174385,83,7219
OF3,32,WhiteNoise,06-08,69850006,71,6540
OF3,32,WhiteNoise,06-09,79082725,90,8349
OF3,32,WhiteNoise,06-10,66476137,83,7678
OF3,32,WhiteNoise,07-02,71482763,98,9382
OF3,32,WhiteNoise,07-03,72588046,97,8706
OF3,32,WhiteNoise,07-04,103575510,117,9662
OF3,32,WhiteNoise,07-05,75488579,81,8569
OF3,32,WhiteNoise,07-06,74014898,100,8112
OF3,32,WhiteNoise,07-08,70193346,92,7857
OF3,32,WhiteNoise,07-09,84048363,90,9103
OF3,32,WhiteNoise,07-10,74328565,87,8874
OF3,32,WhiteNoise,09-04,73720777,83,7436
OF3,32,WhiteNoise,09-05,70748332,79,7266
OF3,32,WhiteNoise,09-08,80502929,84,7672
OF3,32,WhiteNoise,09-10,83255656,81,7657
OF3,32,WhiteNoise,10-08,77883963,82,8165
OF3,64,CauchyDensity,01-02,9180212805,5742,72809
OF3,64,CauchyDensity,01-03,2978021838,2281,39367
OF3,64,CauchyDensity,01-04,5244903360,4396,38803
OF3,64,CauchyDensity,01-05,6267903722,3027,33873
OF3,64,CauchyDensity,01-06,8640756736,2369,47377
OF3,64,CauchyDensity,01-07,4560601099,2918,36586
OF3,64,CauchyDensity,01-08,7749756608,2994,31283
OF3,64,CauchyDensity,01-09,6373859371,3174,73670
OF3,64,CauchyDensity,01-10,5683947610,2319,50028
OF3,64,CauchyDensity,02-03,8213374227,1904,30571
OF3,64,CauchyDensity,02-04,7712808349,1716,22602
OF3,64,CauchyDensity,02-05,3968841989,8982,44161
OF3,64,CauchyDensity,02-07,7240226578,1733,19473
OF3,64,CauchyDensity,02-10,8086721039,1533,17367
OF3,64,CauchyDensity,03-07,2254023431,2237,19419
OF3,64,CauchyDensity,03-10,3050901438,2154,42747
OF3,64,CauchyDensity,04-03,3822871490,2044,35990
OF3,64,CauchyDensity,04-07,3557888645,1748,31076
OF3,64,CauchyDensity,04-10,3899715232,1447,22553
OF3,64,CauchyDensity,05-03,5656689318,1920,21782
OF3,64,CauchyDensity,05-04,5012064572,1523,25176
OF3,64,CauchyDensity,05-07,5008872209,1333,14982
OF3,64,CauchyDensity,05-10,6309067556,2117,22133
OF3,64,CauchyDensity,06-02,6277165557,1683,47273
OF3,64,CauchyDensity,06-03,6929047716,1623,28581
OF3,64,CauchyDensity,06-04,4228125018,1440,24083
OF3,64,CauchyDensity,06-05,4719844430,1491,31586
OF3,64,CauchyDensity,06-07,4993040453,1720,42499
OF3,64,CauchyDensity,06-08,4905074922,1305,14393
OF3,64,CauchyDensity,06-10,5926376798,1751,40163
OF3,64,CauchyDensity,07-10,1522110923,1710,31168
OF3,64,CauchyDensity,08-02,3555405581,1836,41484
OF3,64,CauchyDensity,08-03,7586575220,2444,22835
OF3,64,CauchyDensity,08-04,6026807778,1222,15808
OF3,64,CauchyDensity,08-05,2895053492,2090,26527
OF3,64,CauchyDensity,08-07,6956867545,1173,12613
OF3,64,CauchyDensity,08-10,8249592644,1288,13540
OF3,64,CauchyDensity,09-02,5929815142,2139,63921
OF3,64,CauchyDensity,09-03,4684521737,2502,36924
OF3,64,CauchyDensity,09-04,7247384839,1217,15538
OF3,64,CauchyDensity,09-05,4655713009,1792,51612
OF3,64,CauchyDensity,09-06,9312581623,1248,18787
OF3,64,CauchyDensity,09-07,4632473874,1196,12415
OF3,64,CauchyDensity,09-08,6246565287,1641,42177
OF3,64,CauchyDensity,09-10,3916119791,1124,9694
OF3,64,ClassicImages,01-02,2069488237,4035,31653
OF3,64,ClassicImages,01-03,2483465849,3799,29486
OF3,64,ClassicImages,01-04,1668780480,1864,32613
OF3,64,ClassicImages,01-05,1970458101,3505,32846
OF3,64,ClassicImages,01-06,2965569322,1439,22342
OF3,64,ClassicImages,01-07,2251109528,2813,35005
OF3,64,ClassicImages,01-08,1782650502,1920,33810
OF3,64,ClassicImages,01-09,3233198041,1822,36940
OF3,64,ClassicImages,01-10,2793357881,3228,35472
OF3,64,ClassicImages,02-03,1525876716,4093,50886
OF3,64,ClassicImages,02-04,844038513,5935,59359
OF3,64,ClassicImages,02-05,895232904,1777,45239
OF3,64,ClassicImages,02-07,999782463,2682,48772
OF3,64,ClassicImages,02-10,1607139804,2377,35914
OF3,64,ClassicImages,03-07,1797966195,3432,52228
OF3,64,ClassicImages,03-10,2433724870,3923,38172
OF3,64,ClassicImages,04-03,1286687881,2652,44786
OF3,64,ClassicImages,04-07,1415033784,4947,59191
OF3,64,ClassicImages,04-10,2061928001,3247,35104
OF3,64,ClassicImages,05-03,1335463698,2213,40187
OF3,64,ClassicImages,05-04,1027760483,3559,44341
OF3,64,ClassicImages,05-07,1001153907,2803,42766
OF3,64,ClassicImages,05-10,2049653328,3266,35202
OF3,64,ClassicImages,06-02,1014878625,1944,39697
OF3,64,ClassicImages,06-03,1871331185,3887,53118
OF3,64,ClassicImages,06-04,1597308358,2648,41421
OF3,64,ClassicImages,06-05,1302524327,2744,40758
OF3,64,ClassicImages,06-07,1242566472,2239,46220
OF3,64,ClassicImages,06-08,1633473362,1690,44340
OF3,64,ClassicImages,06-10,1658754219,3801,44619
OF3,64,ClassicImages,07-10,1830977043,5754,38691
OF3,64,ClassicImages,08-02,1169660289,2521,44494
OF3,64,ClassicImages,08-03,1626240011,1809,39447
OF3,64,ClassicImages,08-04,1056395410,2823,39702
OF3,64,ClassicImages,08-05,1327555773,2885,52019
OF3,64,ClassicImages,08-07,1401033200,3338,53353
OF3,64,ClassicImages,08-10,1823866863,2390,36232
OF3,64,ClassicImages,09-02,2486488892,1549,22549
OF3,64,ClassicImages,09-03,2783913814,3366,38449
OF3,64,ClassicImages,09-04,2585927611,1938,39463
OF3,64,ClassicImages,09-05,2109278208,2121,39769
OF3,64,ClassicImages,09-06,2762950415,1249,14179
OF3,64,ClassicImages,09-07,2144263271,1857,39589
OF3,64,ClassicImages,09-08,3131095789,1760,30112
OF3,64,ClassicImages,09-10,3749504838,1583,27333
OF3,64,GRFmoderate,01-02,1803866917,2052,26277
OF3,64,GRFmoderate,01-03,1598181652,1916,29379
OF3,64,GRFmoderate,01-04,1512318274,2240,45373
OF3,64,GRFmoderate,01-05,1883104522,1822,32034
OF3,64,GRFmoderate,01-06,2286832519,4232,42281
OF3,64,GRFmoderate,01-07,1848446996,1857,33840
OF3,64,GRFmoderate,01-08,2416352798,1840,28447
OF3,64,GRFmoderate,01-09,1847298469,2930,44706
OF3,64,GRFmoderate,01-10,2462941359,1429,30950
OF3,64,GRFmoderate,02-03,1795248671,2194,41871
OF3,64,GRFmoderate,02-04,2515495519,1691,38537
OF3,64,GRFmoderate,02-05,2756184143,1943,41958
OF3,64,GRFmoderate,02-07,2563164355,1527,30490
OF3,64,GRFmoderate,02-10,3288239754,1672,31839
OF3,64,GRFmoderate,03-07,1779981174,1655,39136
OF3,64,GRFmoderate,03-10,2494029241,1547,35177
OF3,64,GRFmoderate,04-03,2603923664,1451,19655
OF3,64,GRFmoderate,04-07,2196016272,1826,31361
OF3,64,GRFmoderate,04-10,1339869765,2925,45211
OF3,64,GRFmoderate,05-03,1628002064,3606,30015
OF3,64,GRFmoderate,05-04,3002469170,1789,43514
OF3,64,GRFmoderate,05-07,1237522500,2847,44397
OF3,64,GRFmoderate,05-10,2735121265,1680,36641
OF3,64,GRFmoderate,06-02,3089824254,1664,29094
OF3,64,GRFmoderate,06-03,2029065417,1737,33430
OF3,64,GRFmoderate,06-04,3434361073,1687,37592
OF3,64,GRFmoderate,06-05,1135459491,2067,28249
OF3,64,GRFmoderate,06-07,1839157111,3257,52768
OF3,64,GRFmoderate,06-08,1578609793,2381,29423
OF3,64,GRFmoderate,06-10,3299964920,1367,29489
OF3,64,GRFmoderate,07-10,2020792961,1684,39468
OF3,64,GRFmoderate,08-02,2082777551,2828,43536
OF3,64,GRFmoderate,08-03,1752903452,2387,40417
OF3,64,GRFmoderate,08-04,3622514630,1814,38281
OF3,64,GRFmoderate,08-05,1604452308,2207,41891
OF3,64,GRFmoderate,08-07,1722907602,1627,37354
OF3,64,GRFmoderate,08-10,3463491179,1361,25039
OF3,64,GRFmoderate,09-02,2777747022,1468,22831
OF3,64,GRFmoderate,09-03,1888910525,2028,30891
OF3,64,GRFmoderate,09-04,1686375507,2059,44990
OF3,64,GRFmoderate,09-05,1615710531,2193,28687
OF3,64,GRFmoderate,09-06,2165298350,1298,17791
OF3,64,GRFmoderate,09-07,1018327403,2245,31285
OF3,64,GRFmoderate,09-08,2332510953,1309,17805
OF3,64,GRFmoderate,09-10,1547656804,2207,41786
OF3,64,GRFrough,01-02,574552675,2655,35900
OF3,64,GRFrough,01-03,811700944,1722,39621
OF3,64,GRFrough,01-04,721216452,2787,53175
OF3,64,GRFrough,01-05,472591652,3042,50877
OF3,64,GRFrough,01-06,598859085,5052,55345
OF3,64,GRFrough,01-07,811793609,2430,44541
OF3,64,GRFrough,01-08,539063957,3062,48222
OF3,64,GRFrough,01-09,518260200,4865,57725
OF3,64,GRFrough,01-10,640567356,5719,168353
OF3,64,GRFrough,02-03,669116941,2321,42829
OF3,64,GRFrough,02-04,782610381,2990,48515
OF3,64,GRFrough,02-05,692880455,2992,50550
OF3,64,GRFrough,02-07,651821328,4302,53860
OF3,64,GRFrough,02-10,804499549,4033,141363
OF3,64,GRFrough,03-07,510171357,2776,36995
OF3,64,GRFrough,03-10,873448650,3826,145259
OF3,64,GRFrough,04-03,655848902,2422,34499
OF3,64,GRFrough,04-07,572101137,2669,37205
OF3,64,GRFrough,04-10,793694758,5722,152638
OF3,64,GRFrough,05-03,914542584,1707,30797
OF3,64,GRFrough,05-04,695429078,2667,47152
OF3,64,GRFrough,05-07,873921007,2471,36665
OF3,64,GRFrough,05-10,534686858,5249,156696
OF3,64,GRFrough,06-02,762688306,2360,27067
OF3,64,GRFrough,06-03,935698787,2292,35104
OF3,64,GRFrough,06-04,747487079,2734,45541
OF3,64,GRFrough,06-05,409276041,2643,38849
OF3,64,GRFrough,06-07,973070766,2670,33897
OF3,64,GRFrough,06-08,676623980,3860,49570
OF3,64,GRFrough,06-10,487773501,6464,167895
OF3,64,GRFrough,07-10,931893057,3235,131816
OF3,64,GRFrough,08-02,711309560,2102,30778
OF3,64,GRFrough,08-03,829694565,2448,34607
OF3,64,GRFrough,08-04,778313917,3043,44129
OF3,64,GRFrough,08-05,608965585,2407,43569
OF3,64,GRFrough,08-07,786584328,2889,41865
OF3,64,GRFrough,08-10,588537365,5695,167148
OF3,64,GRFrough,09-02,664136381,2450,33049
OF3,64,GRFrough,09-03,957711902,2094,36145
OF3,64,GRFrough,09-04,762468274,2199,48397
OF3,64,GRFrough,09-05,372900232,2676,41964
OF3,64,GRFrough,09-06,447565637,2717,47323
OF3,64,GRFrough,09-07,871886411,1869,39775
OF3,64,GRFrough,09-08,672614363,3597,46883
OF3,64,GRFrough,09-10,537859216,6076,169658
OF3,64,GRFsmooth,01-02,7386639609,1437,27044
OF3,64,GRFsmooth,01-03,2558839339,1404,24943
OF3,64,GRFsmooth,01-04,6078394044,1499,36119
OF3,64,GRFsmooth,01-05,4671769207,1584,32818
OF3,64,GRFsmooth,01-06,2511821416,1787,34917
OF3,64,GRFsmooth,01-07,3545342086,1971,36737
OF3,64,GRFsmooth,01-08,2806538272,1699,33684
OF3,64,GRFsmooth,01-09,2665517720,2076,39460
OF3,64,GRFsmooth,01-10,4420509334,1465,25705
OF3,64,GRFsmooth,02-03,5707131678,1247,18439
OF3,64,GRFsmooth,02-04,2675284805,2510,38768
OF3,64,GRFsmooth,02-05,3828154514,2176,39396
OF3,64,GRFsmooth,02-07,7049644947,1528,25287
OF3,64,GRFsmooth,02-10,4157193929,2047,35684
OF3,64,GRFsmooth,03-07,3286702019,1657,47536
OF3,64,GRFsmooth,03-10,3304848265,2197,38026
OF3,64,GRFsmooth,04-03,4439836815,1402,24331
OF3,64,GRFsmooth,04-07,5779227566,1815,47364
OF3,64,GRFsmooth,04-10,4522729216,1844,50827
OF3,64,GRFsmooth,05-03,3967586408,2118,29236
OF3,64,GRFsmooth,05-04,3742353601,1492,20785
OF3,64,GRFsmooth,05-07,4726485733,1781,24079
OF3,64,GRFsmooth,05-10,2605104743,3393,57951
OF3,64,GRFsmooth,06-02,6014521765,1720,29447
OF3,64,GRFsmooth,06-03,2325406369,1646,30667
OF3,64,GRFsmooth,06-04,5341854724,1662,39534
OF3,64,GRFsmooth,06-05,4201387203,3015,45233
OF3,64,GRFsmooth,06-07,2864222982,1827,26921
OF3,64,GRFsmooth,06-08,2178709242,2041,37995
OF3,64,GRFsmooth,06-10,2966252690,2041,26598
OF3,64,GRFsmooth,07-10,3292830956,2029,40415
OF3,64,GRFsmooth,08-02,5168114003,1466,33337
OF3,64,GRFsmooth,08-03,2037164851,1916,26700
OF3,64,GRFsmooth,08-04,4673709328,2538,48193
OF3,64,GRFsmooth,08-05,4260200239,2741,59460
OF3,64,GRFsmooth,08-07,3174741876,1661,36783
OF3,64,GRFsmooth,08-10,2570495964,2163,33842
OF3,64,GRFsmooth,09-02,5628441333,1319,25132
OF3,64,GRFsmooth,09-03,1633550109,2151,31411
OF3,64,GRFsmooth,09-04,4384964258,1947,50768
OF3,64,GRFsmooth,09-05,4708282371,2098,42337
OF3,64,GRFsmooth,09-06,2185594336,1738,42100
OF3,64,GRFsmooth,09-07,4333202046,1528,33908
OF3,64,GRFsmooth,09-08,2563516770,1558,35875
OF3,64,GRFsmooth,09-10,4130129238,1698,25735
OF3,64,LogGRF,01-02,4944109561,2291,63199
OF3,64,LogGRF,01-03,5917690494,1797,41029
OF3,64,LogGRF,01-04,8347146670,1520,37119
OF3,64,LogGRF,01-05,6288799481,1724,41223
OF3,64,LogGRF,01-06,5354398935,2262,51310
OF3,64,LogGRF,01-07,3832174416,1849,48572
OF3,64,LogGRF,01-08,4156634399,2084,48642
OF3,64,LogGRF,01-09,6110364016,2006,48412
OF3,64,LogGRF,01-10,5527600045,1696,41459
OF3,64,LogGRF,02-03,6906575763,1678,40379
OF3,64,LogGRF,02-04,11719302799,1737,43273
OF3,64,LogGRF,02-05,9671652576,1649,41205
OF3,64,LogGRF,02-07,5197452955,2768,47507
OF3,64,LogGRF,02-10,6880536036,1943,49613
OF3,64,LogGRF,03-07,3516292994,1615,32226
OF3,64,LogGRF,03-10,2776915597,5432,55735
OF3,64,LogGRF,04-03,5204761254,2121,51414
OF3,64,LogGRF,04-07,7014206434,1727,35957
OF3,64,LogGRF,04-10,5628555377,1911,46493
OF3,64,LogGRF,05-03,4517094907,2058,46137
OF3,64,LogGRF,05-04,3383106075,2426,54046
OF3,64,LogGRF,05-07,5353385891,2885,44434
OF3,64,LogGRF,05-10,4041295808,2257,47314
OF3,64,LogGRF,06-02,8364819964,1478,21721
OF3,64,LogGRF,06-03,2176395535,2797,52561
OF3,64,LogGRF,06-04,3818160939,2798,71061
OF3,64,LogGRF,06-05,2918710800,4168,64432
OF3,64,LogGRF,06-07,3724766351,2158,44437
OF3,64,LogGRF,06-08,4268195220,1710,27477
OF3,64,LogGRF,06-10,2917780444,2148,44001
OF3,64,LogGRF,07-10,3876805527,2304,47806
OF3,64,LogGRF,08-02,7562772902,2116,42035
OF3,64,LogGRF,08-03,5565647183,2028,48544
OF3,64,LogGRF,08-04,4253327499,1789,52670
OF3,64,LogGRF,08-05,3398881780,1938,59919
OF3,64,LogGRF,08-07,3874697115,6597,72387
OF3,64,LogGRF,08-10,5028298656,1550,44485
OF3,64,LogGRF,09-02,5248494019,2303,36486
OF3,64,LogGRF,09-03,3853674858,4146,63320
OF3,64,LogGRF,09-04,6780094132,1967,53190
OF3,64,LogGRF,09-05,5725312143,2079,59107
OF3,64,LogGRF,09-06,4181453773,3202,69919
OF3,64,LogGRF,09-07,4168582822,2914,41792
OF3,64,LogGRF,09-08,5835919589,2450,47751
OF3,64,LogGRF,09-10,5163214825,6499,72670
OF3,64,LogitGRF,01-02,2073001798,3518,46584
OF3,64,LogitGRF,01-03,3709694888,1934,52331
OF3,64,LogitGRF,01-04,3839765975,2941,48088
OF3,64,LogitGRF,01-05,1934233436,5079,50436
OF3,64,LogitGRF,01-06,2330429928,3447,43172
OF3,64,LogitGRF,01-07,5017990821,1920,54720
OF3,64,LogitGRF,01-08,2987558307,1853,36471
OF3,64,LogitGRF,01-09,2676548553,4659,66178
OF3,64,LogitGRF,01-10,3214712938,1999,48790
OF3,64,LogitGRF,02-03,3598260862,2660,58264
OF3,64,LogitGRF,02-04,3400478613,7592,62246
OF3,64,LogitGRF,02-05,2699144828,1822,38768
OF3,64,LogitGRF,02-07,4726608405,1952,59299
OF3,64,LogitGRF,02-10,3226868230,3538,52792
OF3,64,LogitGRF,03-07,2678464271,2167,49596
OF3,64,LogitGRF,03-10,1515619958,2251,36711
OF3,64,LogitGRF,04-03,2827053687,2533,56268
OF3,64,LogitGRF,04-07,2707290970,1787,45845
OF3,64,LogitGRF,04-10,1868526047,8334,70130
OF3,64,LogitGRF,05-03,3665206412,2165,48119
OF3,64,LogitGRF,05-04,3365665027,2224,52320
OF3,64,LogitGRF,05-07,4862807031,2021,47638
OF3,64,LogitGRF,05-10,3004601646,1978,51290
OF3,64,LogitGRF,06-02,2330621208,1976,50832
OF3,64,LogitGRF,06-03,4300780764,2031,52934
OF3,64,LogitGRF,06-04,3999844199,1949,57767
OF3,64,LogitGRF,06-05,2141328712,3598,58982
OF3,64,LogitGRF,06-07,5595808721,1860,48523
OF3,64,LogitGRF,06-08,2921647109,2092,41976
