Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],IIO time [ms],Matryoshka time [ms],IIO step 2 basis changes,IIO iterations
OF2,512,ClassicImages,10-09,112116078093385,664572,557324,107248,1017337,4643
OF2,512,GRFmoderate,01-05,23063093409302,421845,299720,122125,1036088,2716
OF2,512,GRFmoderate,01-06,18129504687488,536281,417271,119010,1144117,3845
OF2,512,GRFmoderate,01-07,19650422456475,449700,330308,119392,1008966,3170
OF2,512,GRFmoderate,01-09,19432653341558,502089,385948,116141,1053961,3940
OF2,512,GRFmoderate,02-01,61217751482565,470339,347197,123142,1011198,2246
OF2,512,GRFmoderate,02-05,36207444756491,585902,455317,130585,1055523,3622
OF2,512,GRFmoderate,02-06,41738003561701,444288,328299,115989,1014927,2463
OF2,512,GRFmoderate,02-07,40524574506576,474345,350979,123366,1021288,2601
OF2,512,GRFmoderate,02-09,39915968267607,557838,427989,129849,1054556,3565
OF2,512,GRFmoderate,03-01,20136616489124,645614,521584,124030,1109767,5144
OF2,512,GRFmoderate,03-02,57693077429681,460532,353040,107492,1008498,3086
OF2,512,GRFmoderate,03-04,15895317334104,606467,498167,108300,1176080,4789
OF2,512,GRFmoderate,03-05,25632616415742,542755,420071,122684,1061633,4088
OF2,512,GRFmoderate,03-06,27088018161216,585829,473908,111921,1032690,5056
OF2,512,GRFmoderate,03-07,21551726887499,683913,553560,130353,1075551,6097
OF2,512,GRFmoderate,03-09,19796278547590,382745,251240,131505,1019408,2025
OF2,512,GRFmoderate,03-10,16371726774795,416792,312576,104216,1097923,2653
OF2,512,GRFmoderate,04-01,24513771944592,442715,322827,119888,1056319,2476
OF2,512,GRFmoderate,04-02,40163642917863,361394,261886,99508,1009594,2300
OF2,512,GRFmoderate,04-05,27122366620618,522770,409181,113589,1069496,3849
OF2,512,GRFmoderate,04-06,21935403593574,506457,387290,119167,1130254,3440
OF2,512,GRFmoderate,04-07,12911416954211,900472,778452,122020,1231747,8430
OF2,512,GRFmoderate,04-09,28957761612662,513504,406742,106762,1047583,3881
OF2,512,GRFmoderate,04-10,9598324529835,411003,285768,125235,1197803,2376
OF2,512,GRFmoderate,05-06,9890018002688,446807,348329,98478,1243503,2994
OF2,512,GRFmoderate,05-07,9802493046535,583416,454662,128754,1242831,4562
OF2,512,GRFmoderate,05-09,13976504365746,548254,444635,103619,1176956,4639
OF2,512,GRFmoderate,07-06,13424655939371,489089,373044,116045,1161315,4806
OF2,512,GRFmoderate,08-01,10168883282211,696513,470285,226228,1230688,4317
OF2,512,GRFmoderate,08-02,35734520961938,489825,260141,229684,1032816,2034
OF2,512,GRFmoderate,08-03,16069441661923,677150,450742,226408,1097481,4466
OF2,512,GRFmoderate,08-04,12622256564061,809194,582963,226231,1196687,6236
OF2,512,GRFmoderate,08-05,14905350310953,420318,317108,103210,1130499,2706
OF2,512,GRFmoderate,08-06,13194667334653,573474,446650,126824,1179147,4299
OF2,512,GRFmoderate,08-07,10634124656442,681175,531117,150058,1247374,5095
OF2,512,GRFmoderate,08-09,14681453212549,488018,364171,123847,1199214,3179
OF2,512,GRFmoderate,08-10,10987804489408,724224,510247,213977,1215734,5308
OF2,512,GRFmoderate,09-06,25168048556942,434628,328349,106279,1039697,3355
OF2,512,GRFmoderate,09-07,16670137175951,504103,396336,107767,1159253,3784
OF2,512,GRFmoderate,10-01,24421852052101,510769,390252,120517,1058402,3299
OF2,512,GRFmoderate,10-02,26745176407088,364002,254903,109099,1013381,2200
OF2,512,GRFmoderate,10-05,15923683991083,490170,357236,132934,1191608,2961
OF2,512,GRFmoderate,10-06,15346311380871,471402,345211,126191,1169311,2718
OF2,512,GRFmoderate,10-07,13234124944334,450888,322612,128276,1171589,2795
OF2,512,GRFmoderate,10-09,19067320710305,683183,536123,147060,1212126,5043
OF2,512,GRFrough,01-05,3462109844718,680143,555720,124423,1336821,5457
OF2,512,GRFrough,01-06,1333002638486,577779,462356,115423,1337718,4509
OF2,512,GRFrough,01-07,3368298379050,476391,364704,111687,1386301,3074
OF2,512,GRFrough,01-09,3845366902114,536799,409666,127133,1288425,3711
OF2,512,GRFrough,02-01,2753079212257,676697,532661,144036,1329495,4151
OF2,512,GRFrough,02-05,1585305597779,522687,381344,141343,1335018,3414
OF2,512,GRFrough,02-06,2254074557645,558896,438067,120829,1330372,3526
OF2,512,GRFrough,02-07,3435313610013,632425,527584,104841,1374555,5229
OF2,512,GRFrough,02-09,1265066386531,503760,369290,134470,1357574,3184
OF2,512,GRFrough,03-01,3117582774592,451060,325524,125536,1336634,2588
OF2,512,GRFrough,03-02,4503340859175,484214,347202,137012,1330131,2506
OF2,512,GRFrough,03-04,4728270606898,684796,565783,119013,1347224,5231
OF2,512,GRFrough,03-05,5439165572496,621980,508277,113703,1320415,4966
OF2,512,GRFrough,03-06,2408565265064,553861,429747,124114,1376208,3738
OF2,512,GRFrough,03-07,3796834720838,486165,370095,116070,1332119,3189
OF2,512,GRFrough,03-09,5622359048066,634337,518522,115815,1314325,4892
OF2,512,GRFrough,03-10,4969255832468,665267,532742,132525,1304888,5039
OF2,512,GRFrough,04-01,2264190139794,557883,428797,129086,1349471,3811
OF2,512,GRFrough,04-02,1015061932705,381548,267852,113696,1306141,2085
OF2,512,GRFrough,04-05,1364260449928,530916,409324,121592,1355950,3701
OF2,512,GRFrough,04-06,2014116367684,547448,421072,126376,1369225,3669
OF2,512,GRFrough,04-07,3259481731942,464193,337467,126726,1359740,2602
OF2,512,GRFrough,04-09,1461196408898,454677,340240,114437,1376427,2747
OF2,512,GRFrough,04-10,4401904169546,482861,365647,117214,1311878,3147
OF2,512,GRFrough,05-06,3158352973368,576892,444147,132745,1346553,3694
OF2,512,GRFrough,05-07,4423302974916,635468,481558,153910,1345834,4584
OF2,512,GRFrough,05-09,1670147951500,906900,768504,138396,1399588,8729
OF2,512,GRFrough,07-06,2461652740614,385984,271209,114775,1346275,2832
OF2,512,GRFrough,08-01,2519825237370,586966,348400,238566,1328427,2929
OF2,512,GRFrough,08-02,2229560945427,731187,507333,223854,1342955,4457
OF2,512,GRFrough,08-03,4804179006050,582939,355906,227033,1321469,2938
OF2,512,GRFrough,08-04,1441940418656,634852,399874,234978,1373423,3293
OF2,512,GRFrough,08-05,2735356540140,585233,446512,138721,1350955,4054
OF2,512,GRFrough,08-06,2638687975928,415828,297013,118815,1327714,2261
OF2,512,GRFrough,08-07,5410956306432,619064,493754,125310,1308196,4969
OF2,512,GRFrough,08-09,2020142364546,570612,430315,140297,1377771,3494
OF2,512,GRFrough,08-10,6756719344098,712384,479556,232828,1277942,4428
OF2,512,GRFrough,09-06,3306371205714,582101,467670,114431,1339808,4378
OF2,512,GRFrough,09-07,4388848129826,695344,585554,109790,1363321,5503
OF2,512,GRFrough,10-01,4147888463544,507238,382583,124655,1353083,3273
OF2,512,GRFrough,10-02,6295352897097,496922,380894,116028,1277898,3314
OF2,512,GRFrough,10-05,5584849030418,495342,374933,120409,1322887,3007
OF2,512,GRFrough,10-06,3477740307692,619620,492213,127407,1363368,4405
OF2,512,GRFrough,10-07,3172614500438,567883,434102,133781,1380208,3594
OF2,512,GRFrough,10-09,7807087122278,448346,343864,104482,1288059,2664
OF2,512,GRFsmooth,01-05,119025757757842,481249,352177,129072,1010017,3409
OF2,512,GRFsmooth,01-06,144596198942281,613769,475144,138625,1013445,3739
OF2,512,GRFsmooth,01-07,121558386118051,451540,326173,125367,995713,2711
OF2,512,GRFsmooth,01-09,59482086975841,529065,406113,122952,1021168,3795
OF2,512,GRFsmooth,02-01,121236660260776,530438,387245,143193,1007659,2185
OF2,512,GRFsmooth,02-05,107681131935542,581256,439649,141607,1011761,4230
OF2,512,GRFsmooth,02-06,373844561601531,560972,447778,113194,1007026,2429
OF2,512,GRFsmooth,02-07,290875016460217,633611,523586,110025,1028414,3844
OF2,512,GRFsmooth,02-09,232312618677801,516938,372773,144165,1025013,1893
OF2,512,GRFsmooth,03-01,83575263394954,510896,392471,118425,1013793,3213
OF2,512,GRFsmooth,03-02,243188110997470,722034,596566,125468,1021891,5119
OF2,512,GRFsmooth,03-04,116608861553611,405872,278360,127512,998975,2508
OF2,512,GRFsmooth,03-05,133449047083764,559774,431537,128237,1019517,3554
OF2,512,GRFsmooth,03-06,53086639019787,661612,543035,118577,1037984,5731
OF2,512,GRFsmooth,03-07,19729773348857,640474,535837,104637,1036149,4446
OF2,512,GRFsmooth,03-09,90851940628325,366884,263061,103823,1011538,2132
OF2,512,GRFsmooth,03-10,95350939627288,519129,417288,101841,1095760,3856
OF2,512,GRFsmooth,04-01,55131358880447,458759,351243,107516,994540,2149
OF2,512,GRFsmooth,04-02,146084404578975,507565,394152,113413,1030668,2520
OF2,512,GRFsmooth,04-05,185346085900983,481245,368527,112718,1017569,2976
OF2,512,GRFsmooth,04-06,206992011802140,382544,275257,107287,969479,1623
OF2,512,GRFsmooth,04-07,105517174454968,470094,364523,105571,971847,3247
OF2,512,GRFsmooth,04-09,27189549452562,704783,582253,122530,1235292,5087
OF2,512,GRFsmooth,04-10,316030456097865,469520,347060,122460,998011,3704
OF2,512,GRFsmooth,05-06,193349998966625,620439,482361,138078,1023620,3395
OF2,512,GRFsmooth,05-07,182348514325097,496862,359920,136942,992220,1972
OF2,512,GRFsmooth,05-09,224057867096897,612595,472205,140390,1039932,3445
OF2,512,GRFsmooth,07-06,75296489544914,401850,294996,106854,998013,2751
OF2,512,GRFsmooth,08-01,94299697951426,583468,375217,208251,1010857,2859
OF2,512,GRFsmooth,08-02,254233369407554,626252,414350,211902,1027185,2396
OF2,512,GRFsmooth,08-03,133690880254696,566838,363482,203356,1048549,3509
OF2,512,GRFsmooth,08-04,44327325536223,558774,361206,197568,1030768,3039
OF2,512,GRFsmooth,08-05,297872167754662,413200,308262,104938,975570,1712
OF2,512,GRFsmooth,08-06,185752920261539,393786,256298,137488,1015511,1931
OF2,512,GRFsmooth,08-07,125256890548677,447395,297224,150171,997092,2559
OF2,512,GRFsmooth,08-09,23981717954149,629570,483594,145976,1093062,4613
OF2,512,GRFsmooth,08-10,380265244412244,508066,326355,181711,1059410,2873
OF2,512,GRFsmooth,09-06,134707156859552,328424,217829,110595,996486,1860
OF2,512,GRFsmooth,09-07,80140404335114,381198,257744,123454,963942,2241
OF2,512,GRFsmooth,10-01,222529702771722,465672,348118,117554,998380,2924
OF2,512,GRFsmooth,10-02,363767030554614,779865,663438,116427,1024842,6139
OF2,512,GRFsmooth,10-05,117688401220180,434164,318547,115617,974777,2301
OF2,512,GRFsmooth,10-06,96042930271765,466745,344432,122313,1011021,2514
OF2,512,GRFsmooth,10-07,126859971977235,480778,375829,104949,1007343,3743
OF2,512,GRFsmooth,10-09,282280759783723,364899,255562,109337,1035408,2328
OF2,512,LogGRF,01-05,311702245536465,1714657,1528455,186202,1009312,3419
OF2,512,LogGRF,01-06,291725847005751,3534693,3349370,185323,1039733,5578
OF2,512,LogGRF,01-07,454034186245927,2117486,1966052,151434,1055957,6092
OF2,512,LogGRF,01-09,405443691225189,2401125,2245709,155416,1028394,3217
OF2,512,LogGRF,02-01,249646972574142,2207098,1874673,332425,1032171,3532
OF2,512,LogGRF,02-05,291991076519249,548830,429627,119203,1012487,2982
OF2,512,LogGRF,02-06,534107945988077,1265856,1161059,104797,1048167,3310
OF2,512,LogGRF,02-07,253059862735551,1899183,1556474,342709,1025166,1874
OF2,512,LogGRF,02-09,478751855866447,730442,600871,129571,1019020,4227
OF2,512,LogGRF,03-01,186943947243870,688393,571411,116982,995033,2635
OF2,512,LogGRF,03-02,539499683091012,2748259,2642777,105482,1011254,2260
OF2,512,LogGRF,03-04,157174151649292,1053672,926824,126848,1018737,3352
OF2,512,LogGRF,03-05,211342257742223,1348101,1193245,154856,1012744,3739
OF2,512,LogGRF,03-06,148070817688285,681252,501392,179860,1010371,2919
OF2,512,LogGRF,03-07,551549953914401,6776873,6606856,170017,1033799,4925
OF2,512,LogGRF,03-09,209750544407475,2330212,2157789,172423,993788,2498
OF2,512,LogGRF,03-10,476785686209410,1484231,1393446,90785,1020088,3130
OF2,512,LogGRF,04-01,488926553082860,1159713,980239,179474,1018788,2984
OF2,512,LogGRF,04-02,750771434014184,550021,444401,105620,1060078,2400
OF2,512,LogGRF,04-05,240534153510351,1184534,1077159,107375,1004918,3009
OF2,512,LogGRF,04-06,86337049033605,766162,639412,126750,1009291,2614
OF2,512,LogGRF,04-07,636166871634067,947623,823696,123927,1032008,2037
OF2,512,LogGRF,04-09,134820227948215,828023,724964,103059,1001140,3246
OF2,512,LogGRF,04-10,363427814133194,581738,467572,114166,1030028,4013
OF2,512,LogGRF,05-06,230150087512670,1113245,997983,115262,1025263,4308
OF2,512,LogGRF,05-07,211462121231696,490649,374121,116528,1022218,2928
OF2,512,LogGRF,05-09,92538999610810,3357793,3239806,117987,1012348,3928
OF2,512,LogGRF,07-06,495555019332860,480833,367940,112893,1044920,2793
OF2,512,LogGRF,08-01,143967172200025,911020,750971,160049,1010118,2641
OF2,512,LogGRF,08-02,131708576995635,683530,497574,185956,1031819,3277
OF2,512,LogGRF,08-03,249603236151937,2952969,2625693,327276,1016118,4247
OF2,512,LogGRF,08-04,403224813792969,733052,624318,108734,1020446,2563
OF2,512,LogGRF,08-05,115275174031220,1634384,1535568,98816,992762,2501
OF2,512,LogGRF,08-06,234332448572986,1339446,1207812,131634,1012250,3622
OF2,512,LogGRF,08-07,169234405997492,1187117,1048119,138998,1014836,5738
OF2,512,LogGRF,08-09,193238957212854,2054276,1865241,189035,998316,3894
OF2,512,LogGRF,08-10,624841191278337,5335306,5189901,145405,1023333,4290
OF2,512,LogGRF,09-06,136503012550628,2270134,2152791,117343,998355,5125
OF2,512,LogGRF,09-07,263107842412730,778635,664376,114259,1028656,2127
OF2,512,LogGRF,10-01,896968042072576,1003354,898421,104933,1066848,6639
OF2,512,LogGRF,10-02,1025044034749606,608659,496011,112648,1046615,4435
OF2,512,LogGRF,10-05,353345528231675,1228757,1110963,117794,1027963,5856
OF2,512,LogGRF,10-06,501210460691735,482810,390391,92419,1054641,3741
OF2,512,LogGRF,10-07,551550854318239,8173424,7913552,259872,1068931,6159
OF2,512,LogGRF,10-09,200708603920951,1127599,1006597,121002,1020446,3080
OF2,512,LogitGRF,01-05,192732260229939,480125,361577,118548,1071390,2927
OF2,512,LogitGRF,01-06,102810356676323,524591,419994,104597,1059382,2277
OF2,512,LogitGRF,01-07,50391935891551,1029333,865912,163421,1098235,3724
OF2,512,LogitGRF,01-09,85696153874649,757370,637433,119937,1049971,3164
OF2,512,LogitGRF,02-01,122530163567369,1540721,1401487,139234,1049955,2816
OF2,512,LogitGRF,02-05,46654597131712,480611,374953,105658,1058530,3873
OF2,512,LogitGRF,02-06,52062346681316,405673,304883,100790,1034983,2740
OF2,512,LogitGRF,02-07,96760274146146,521677,405432,116245,1029958,3535
OF2,512,LogitGRF,02-09,97565446281134,780123,656257,123866,1081595,6799
OF2,512,LogitGRF,03-01,69171576816067,1927407,1812157,115250,1100423,4671
OF2,512,LogitGRF,03-02,61287505355190,499665,389776,109889,1069873,4059
OF2,512,LogitGRF,03-04,71474690779690,2186088,2081012,105076,1076137,2326
OF2,512,LogitGRF,03-05,116102629541646,492609,387461,105148,1033562,3813
OF2,512,LogitGRF,03-06,69750264511846,527722,415905,111817,1028094,4110
OF2,512,LogitGRF,03-07,44611353265566,658921,555096,103825,1034863,4802
OF2,512,LogitGRF,03-09,48541328862618,349636,233977,115659,1007222,1746
OF2,512,LogitGRF,03-10,133076834398376,381327,272527,108800,1018954,2692
OF2,512,LogitGRF,04-01,120363410326785,2586268,2368773,217495,1052705,3880
OF2,512,LogitGRF,04-02,22317331221930,581906,465896,116010,1053056,3065
OF2,512,LogitGRF,04-05,55199697699232,485625,360243,125382,1030224,3519
OF2,512,LogitGRF,04-06,75091902416326,1001986,869728,132258,1037940,2553
OF2,512,LogitGRF,04-07,100560599669004,1538657,1398636,140021,1039418,3234
OF2,512,LogitGRF,04-09,107454282905016,396570,297865,98705,1025100,1955
OF2,512,LogitGRF,04-10,116619795145372,1511411,1359735,151676,1050599,5837
OF2,512,LogitGRF,05-06,71829139064992,502891,383055,119836,1032765,3466
OF2,512,LogitGRF,05-07,134473483868306,2578596,2419929,158667,1042298,5027
OF2,512,LogitGRF,05-09,170936783567854,1138292,997657,140635,1061027,4639
OF2,512,LogitGRF,07-06,78480446886376,612342,507177,105165,1018571,2060
OF2,512,LogitGRF,08-01,124616798088475,3122211,2913676,208535,1025703,4793
OF2,512,LogitGRF,08-02,51447468658782,599149,370747,228402,1053433,2890
OF2,512,LogitGRF,08-03,54551814199220,509156,288544,220612,992701,2270
OF2,512,LogitGRF,08-04,73996413213968,594644,373866,220778,1013811,2729
OF2,512,LogitGRF,08-05,110917598560028,468275,360024,108251,1049096,2422
OF2,512,LogitGRF,08-06,66990700840528,939541,828293,111248,998498,2050
OF2,512,LogitGRF,08-07,102876409878522,2095279,1973451,121828,1010079,5495
OF2,512,LogitGRF,08-09,47469494692644,1227301,1047866,179435,1022914,4005
OF2,512,LogitGRF,08-10,78025003838746,790810,575234,215576,1025316,3352
OF2,512,LogitGRF,09-06,62467133555908,1292931,1181483,111448,1009431,3809
OF2,512,LogitGRF,09-07,62469150605224,618430,497214,121216,1008684,5823
OF2,512,LogitGRF,10-01,179743101726299,503657,375403,128254,1059989,3251
OF2,512,LogitGRF,10-02,68926957551144,1053856,932424,121432,1012158,2251
OF2,512,LogitGRF,10-05,92619655542716,2740309,2623830,116479,1036036,3493
OF2,512,LogitGRF,10-06,38367957111586,500321,383000,117321,1036851,2563
OF2,512,LogitGRF,10-07,159917965401364,1516797,1366729,150068,1013852,2882
OF2,512,LogitGRF,10-09,124516976750156,1602750,1489097,113653,1017906,2606
OF2,512,MicroscopyImages,01-05,308764681417311,2092715,1810708,282007,558207,6083
OF2,512,MicroscopyImages,01-06,297921233280250,5083302,4623763,459539,689576,6739
OF2,512,MicroscopyImages,01-07,559803501502759,2364282,2134427,229855,450172,6041
OF2,512,MicroscopyImages,01-09,675048514538137,2507074,2205772,301302,444418,5610
OF2,512,MicroscopyImages,02-01,15262432011039,1818061,1643024,175037,768704,5684
OF2,512,MicroscopyImages,02-05,236026078129874,3968861,3585600,383261,715787,5840
OF2,512,MicroscopyImages,02-06,225150088896241,2046206,1804900,241306,860595,3851
OF2,512,MicroscopyImages,02-07,467795399402390,2265497,1907138,358359,544983,5803
OF2,512,MicroscopyImages,02-09,562850530810586,3659724,3332013,327711,592336,5320
OF2,512,MicroscopyImages,03-01,166503798051302,984482,763962,220520,434976,7256
OF2,512,MicroscopyImages,03-02,132156093185497,1219453,1049344,170109,563623,6953
OF2,512,MicroscopyImages,03-04,28947605261192,1227181,984199,242982,506834,5404
OF2,512,MicroscopyImages,03-05,235242146332743,1460654,1200555,260099,464173,7525
OF2,512,MicroscopyImages,03-06,228711609922256,1590896,1376220,214676,568844,6753
OF2,512,MicroscopyImages,03-07,300712299136361,865458,665094,200364,340635,5586
OF2,512,MicroscopyImages,03-09,581391041625769,1163164,929874,233290,357908,5991
OF2,512,MicroscopyImages,03-10,529041672418835,2761441,2543048,218393,505316,7233
OF2,512,MicroscopyImages,04-01,188365590323630,4072047,3750155,321892,605455,7290
OF2,512,MicroscopyImages,04-02,130591390370115,3052687,2834922,217765,746831,6601
OF2,512,MicroscopyImages,04-05,154580233153557,1921848,1690606,231242,624802,6233
OF2,512,MicroscopyImages,04-06,148096644450298,2334591,2136706,197885,766241,7444
OF2,512,MicroscopyImages,04-07,232383463123045,1500711,1262260,238451,488002,6491
OF2,512,MicroscopyImages,04-09,433239296266531,2101839,1850344,251495,512639,6174
OF2,512,MicroscopyImages,04-10,381216198299539,5025561,4797005,228556,692949,7668
OF2,512,MicroscopyImages,05-06,1667592454357,486488,362748,123740,808278,5322
OF2,512,MicroscopyImages,05-07,139699675002494,491923,357294,134629,424284,5250
OF2,512,MicroscopyImages,05-09,136024395216240,1396748,1200396,196352,464722,6337
OF2,512,MicroscopyImages,07-06,138470475503053,702658,564243,138415,537715,5947
OF2,512,MicroscopyImages,08-01,460217584947628,3737356,3409448,327908,580567,6838
OF2,512,MicroscopyImages,08-02,372364845454497,3828978,3523380,305598,732153,5569
OF2,512,MicroscopyImages,08-03,248711869759522,1772606,1596600,176006,487370,7756
OF2,512,MicroscopyImages,08-04,174403838789004,2664078,2428994,235084,651191,8655
OF2,512,MicroscopyImages,08-05,100591206795023,1193669,1014958,178711,595939,7676
OF2,512,MicroscopyImages,08-06,97365660244250,1207311,1040527,166784,729426,7876
OF2,512,MicroscopyImages,08-07,13701425637203,582652,445058,137594,467649,5348
OF2,512,MicroscopyImages,08-09,171200991521203,1553050,1280863,272187,474660,6159
OF2,512,MicroscopyImages,08-10,161373555791969,1815808,1633515,182293,632067,7663
