Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],NWC time [ms],IIO step 2 basis changes,IIO iterations
OF3,32,LogGRF,01-09,1506886753,100,0,6842,171
OF3,32,LogGRF,01-10,1059376060,68,0,5599,97
OF3,32,LogGRF,02-04,727391052,122,0,7750,226
OF3,32,LogGRF,02-05,1015218136,75,0,5296,115
OF3,32,LogGRF,02-06,491964437,102,0,8971,145
OF3,32,LogGRF,02-08,347642538,144,0,10481,308
OF3,32,LogGRF,02-09,1076182312,74,0,6769,91
OF3,32,LogGRF,02-10,692753497,71,0,6120,80
OF3,32,LogGRF,03-02,750803570,90,0,7383,140
OF3,32,LogGRF,03-04,940658592,243,0,15354,514
OF3,32,LogGRF,03-05,928623988,109,0,7811,201
OF3,32,LogGRF,03-06,822468585,88,0,6995,143
OF3,32,LogGRF,03-08,807667248,137,0,10416,245
OF3,32,LogGRF,03-09,994746864,135,0,9248,259
OF3,32,LogGRF,03-10,698504047,148,0,9905,326
OF3,32,LogGRF,04-05,997116628,75,0,5863,103
OF3,32,LogGRF,04-08,624144708,155,0,9483,375
OF3,32,LogGRF,04-10,632018989,127,0,10343,231
OF3,32,LogGRF,05-08,830374424,71,0,5684,89
OF3,32,LogGRF,05-10,594286173,84,0,6967,117
OF3,32,LogGRF,06-04,1035001803,165,0,9190,325
OF3,32,LogGRF,06-05,1388995035,50,0,3220,52
OF3,32,LogGRF,06-08,764683473,91,0,8251,113
OF3,32,LogGRF,06-09,1035435291,52,0,4447,56
OF3,32,LogGRF,06-10,993220856,56,0,4581,58
OF3,32,LogGRF,07-02,580399518,134,0,10192,235
OF3,32,LogGRF,07-03,944861314,72,0,6394,84
OF3,32,LogGRF,07-04,754698774,163,0,9458,356
OF3,32,LogGRF,07-05,1338325098,44,0,3642,47
OF3,32,LogGRF,07-06,745787813,108,0,8977,176
OF3,32,LogGRF,07-08,652029818,98,0,8318,158
OF3,32,LogGRF,07-09,1476650824,132,0,9881,215
OF3,32,LogGRF,07-10,1022921179,65,0,5769,77
OF3,32,LogGRF,09-04,1207371242,135,0,11327,233
OF3,32,LogGRF,09-05,1316124032,95,0,7180,139
OF3,32,LogGRF,09-08,943417238,123,0,9493,206
OF3,32,LogGRF,09-10,907590773,114,0,9482,171
OF3,32,LogGRF,10-08,569077283,100,0,7659,157
OF3,32,LogitGRF,01-02,372783347,202,0,13274,411
OF3,32,LogitGRF,01-03,396487083,149,0,10700,272
OF3,32,LogitGRF,01-04,288735382,198,0,12745,436
OF3,32,LogitGRF,01-05,269508871,134,0,11343,250
OF3,32,LogitGRF,01-06,277578632,122,0,11374,197
OF3,32,LogitGRF,01-07,395280515,97,0,9026,126
OF3,32,LogitGRF,01-08,228290022,128,0,11508,231
OF3,32,LogitGRF,01-09,615558744,112,0,9780,156
OF3,32,LogitGRF,01-10,400725650,100,0,9602,139
OF3,32,LogitGRF,02-04,277349729,120,0,10415,219
OF3,32,LogitGRF,02-05,362289994,184,0,12192,377
OF3,32,LogitGRF,02-06,405207393,117,0,10500,157
OF3,32,LogitGRF,02-08,407109231,174,0,13028,359
OF3,32,LogitGRF,02-09,446559439,173,0,10867,340
OF3,32,LogitGRF,02-10,325419265,157,0,10970,355
OF3,32,LogitGRF,03-02,423039084,104,0,9000,170
OF3,32,LogitGRF,03-04,468619663,106,0,8467,154
OF3,32,LogitGRF,03-05,318701242,88,0,8745,120
OF3,32,LogitGRF,03-06,336543797,131,0,11551,261
OF3,32,LogitGRF,03-08,494878629,108,0,8354,176
OF3,32,LogitGRF,03-09,336792089,160,0,12436,377
OF3,32,LogitGRF,03-10,319412815,121,0,10739,230
OF3,32,LogitGRF,04-05,396775695,144,0,8936,345
OF3,32,LogitGRF,04-08,321850662,137,0,11528,265
OF3,32,LogitGRF,04-10,395283022,101,0,8725,158
OF3,32,LogitGRF,05-08,354451775,115,0,11149,169
OF3,32,LogitGRF,05-10,403021801,98,0,9713,153
OF3,32,LogitGRF,06-04,369378510,104,0,9253,165
OF3,32,LogitGRF,06-05,299752705,119,0,10559,211
OF3,32,LogitGRF,06-08,309819964,110,0,10332,134
OF3,32,LogitGRF,06-09,508254974,163,0,12418,316
OF3,32,LogitGRF,06-10,306214778,141,0,12308,299
OF3,32,LogitGRF,07-02,646116724,82,0,7662,83
OF3,32,LogitGRF,07-03,338360942,140,0,10362,257
OF3,32,LogitGRF,07-04,537554275,99,0,8506,121
OF3,32,LogitGRF,07-05,446044790,102,0,8579,116
OF3,32,LogitGRF,07-06,338591239,113,0,10640,166
OF3,32,LogitGRF,07-08,485997525,80,0,6674,117
OF3,32,LogitGRF,07-09,540813063,146,0,11833,265
OF3,32,LogitGRF,07-10,498953315,104,0,8511,134
OF3,32,LogitGRF,09-04,618271414,99,0,8270,137
OF3,32,LogitGRF,09-05,495562817,105,0,9222,140
OF3,32,LogitGRF,09-08,730136708,102,0,8335,128
OF3,32,LogitGRF,09-10,324568360,155,0,10880,399
OF3,32,LogitGRF,10-08,494116354,108,0,9004,162
OF3,32,MicroscopyImages,01-02,355430655,66,0,6138,220
OF3,32,MicroscopyImages,01-03,1098185916,38,0,3123,103
OF3,32,MicroscopyImages,01-04,785440951,52,0,4370,112
OF3,32,MicroscopyImages,01-05,837699238,54,0,4610,152
OF3,32,MicroscopyImages,01-06,914911296,68,0,5581,173
OF3,32,MicroscopyImages,01-07,783348776,90,0,7314,320
OF3,32,MicroscopyImages,01-08,825498924,83,0,8054,202
OF3,32,MicroscopyImages,01-09,687519147,68,0,5682,297
OF3,32,MicroscopyImages,01-10,575304142,74,0,6069,241
OF3,32,MicroscopyImages,02-04,943358062,53,0,4133,91
OF3,32,MicroscopyImages,02-05,768762321,107,0,6325,293
OF3,32,MicroscopyImages,02-06,891911225,85,0,6911,141
OF3,32,MicroscopyImages,02-08,876811273,101,0,7794,187
OF3,32,MicroscopyImages,02-09,499515574,64,0,6100,161
OF3,32,MicroscopyImages,02-10,434688459,85,0,6894,177
OF3,32,MicroscopyImages,03-02,1261114693,35,0,3026,81
OF3,32,MicroscopyImages,03-04,362533441,63,0,6245,197
OF3,32,MicroscopyImages,03-05,723827876,46,0,4251,99
OF3,32,MicroscopyImages,03-06,531412210,50,0,5087,98
OF3,32,MicroscopyImages,03-08,632699786,89,0,5926,296
OF3,32,MicroscopyImages,03-09,834947885,44,0,4170,117
OF3,32,MicroscopyImages,03-10,894117012,50,0,4959,96
OF3,32,MicroscopyImages,04-05,558585877,85,0,7096,202
OF3,32,MicroscopyImages,04-08,570145675,94,0,7145,152
OF3,32,MicroscopyImages,04-10,580547043,86,0,8177,119
OF3,32,MicroscopyImages,05-08,544690610,102,0,9123,221
OF3,32,MicroscopyImages,05-10,448346600,154,0,9936,455
OF3,32,MicroscopyImages,06-04,498035351,89,0,7015,143
OF3,32,MicroscopyImages,06-05,221160878,88,0,8633,186
OF3,32,MicroscopyImages,06-08,557386234,124,0,9329,267
OF3,32,MicroscopyImages,06-09,562548529,88,0,7810,217
OF3,32,MicroscopyImages,06-10,529469128,172,0,11014,331
OF3,32,MicroscopyImages,07-02,809432895,70,0,7029,138
OF3,32,MicroscopyImages,07-03,691694576,37,0,3718,93
OF3,32,MicroscopyImages,07-04,594208839,63,0,6022,119
OF3,32,MicroscopyImages,07-05,555259126,99,0,8102,257
OF3,32,MicroscopyImages,07-06,565479074,125,0,7956,347
OF3,32,MicroscopyImages,07-08,184634704,79,0,8129,207
OF3,32,MicroscopyImages,07-09,808362609,100,0,8386,302
OF3,32,MicroscopyImages,07-10,702819966,114,0,9227,285
OF3,32,MicroscopyImages,09-04,631734096,92,0,7453,274
OF3,32,MicroscopyImages,09-05,526083287,83,0,7426,243
OF3,32,MicroscopyImages,09-08,812757431,84,0,7795,179
OF3,32,MicroscopyImages,09-10,249234745,110,0,9390,387
OF3,32,MicroscopyImages,10-08,700069576,114,0,10439,220
OF3,32,Shapes,01-02,614400000,44,0,5015,107
OF3,32,Shapes,01-03,90800000,31,0,3611,163
OF3,32,Shapes,01-04,454487706,63,0,6254,135
OF3,32,Shapes,01-05,303709206,49,0,6856,101
OF3,32,Shapes,01-06,819200000,46,0,5762,78
OF3,32,Shapes,01-07,546096229,72,0,7399,139
OF3,32,Shapes,01-08,462841428,38,0,5637,108
OF3,32,Shapes,01-09,275200000,59,0,6471,204
OF3,32,Shapes,01-10,200594534,48,0,6654,128
OF3,32,Shapes,02-04,160754214,29,0,3867,105
OF3,32,Shapes,02-05,681115360,23,0,2577,92
OF3,32,Shapes,02-06,637152000,45,0,5277,258
OF3,32,Shapes,02-08,260095972,16,0,2513,76
OF3,32,Shapes,02-09,622976000,55,0,4358,310
OF3,32,Shapes,02-10,705097604,23,0,2768,88
OF3,32,Shapes,03-02,614400000,26,0,2842,109
OF3,32,Shapes,03-04,456065658,31,0,3990,117
OF3,32,Shapes,03-05,309842460,28,0,4599,151
OF3,32,Shapes,03-06,819200000,32,0,4428,109
OF3,32,Shapes,03-08,463650610,23,0,3313,112
OF3,32,Shapes,03-09,276800000,31,0,4277,178
OF3,32,Shapes,03-10,216388720,28,0,4439,117
OF3,32,Shapes,04-05,521202856,25,0,3300,79
OF3,32,Shapes,04-08,174133320,22,0,3322,101
OF3,32,Shapes,04-10,546928630,33,0,4528,111
OF3,32,Shapes,05-08,469253364,20,0,2827,90
OF3,32,Shapes,05-10,358932040,36,0,4616,176
OF3,32,Shapes,06-04,604690726,43,0,5440,156
OF3,32,Shapes,06-05,852558054,32,0,4518,126
OF3,32,Shapes,06-08,657002236,28,0,3838,149
OF3,32,Shapes,06-09,819200000,81,0,6121,360
OF3,32,Shapes,06-10,864549098,39,0,4603,160
OF3,32,Shapes,07-02,610447547,33,0,4275,110
OF3,32,Shapes,07-03,550931599,43,0,4892,183
OF3,32,Shapes,07-04,509492733,46,0,5901,108
OF3,32,Shapes,07-05,633499377,39,0,4928,137
OF3,32,Shapes,07-06,1101449147,64,0,7052,226
OF3,32,Shapes,07-08,544983227,35,0,4096,155
OF3,32,Shapes,07-09,603640577,54,0,5809,222
OF3,32,Shapes,07-10,618112997,61,0,6525,259
OF3,32,Shapes,09-04,468832788,78,0,6390,380
OF3,32,Shapes,09-05,387442362,41,0,5777,213
OF3,32,Shapes,09-08,499117342,35,0,4161,186
OF3,32,Shapes,09-10,326834330,33,0,4583,157
OF3,32,Shapes,10-08,597770856,21,0,3157,79
OF3,32,WhiteNoise,01-02,67764626,125,0,12385,273
OF3,32,WhiteNoise,01-03,71228825,104,0,11372,195
OF3,32,WhiteNoise,01-04,84784227,121,0,10258,223
OF3,32,WhiteNoise,01-05,74836218,128,0,11615,258
OF3,32,WhiteNoise,01-06,62355613,110,0,10484,247
OF3,32,WhiteNoise,01-07,70691619,121,0,12823,232
OF3,32,WhiteNoise,01-08,66420509,102,0,11562,232
OF3,32,WhiteNoise,01-09,79693134,100,0,9261,220
OF3,32,WhiteNoise,01-10,71410972,100,0,8362,258
OF3,32,WhiteNoise,02-04,84782833,129,0,11869,262
OF3,32,WhiteNoise,02-05,72756198,103,0,10193,230
OF3,32,WhiteNoise,02-06,69817713,117,0,12113,251
OF3,32,WhiteNoise,02-08,64096403,120,0,12244,270
OF3,32,WhiteNoise,02-09,72032034,119,0,10790,269
OF3,32,WhiteNoise,02-10,74161426,131,0,11754,273
OF3,32,WhiteNoise,03-02,70167457,105,0,11394,210
OF3,32,WhiteNoise,03-04,87232786,143,0,12148,281
OF3,32,WhiteNoise,03-05,74887573,112,0,11430,233
OF3,32,WhiteNoise,03-06,63842690,118,0,11716,230
OF3,32,WhiteNoise,03-08,78206990,121,0,11405,289
OF3,32,WhiteNoise,03-09,74489161,96,0,9465,207
OF3,32,WhiteNoise,03-10,66287553,115,0,12280,251
OF3,32,WhiteNoise,04-05,72129431,127,0,12385,255
OF3,32,WhiteNoise,04-08,87379878,128,0,11910,224
OF3,32,WhiteNoise,04-10,98770723,131,0,10993,259
OF3,32,WhiteNoise,05-08,76000349,122,0,12138,237
OF3,32,WhiteNoise,05-10,81708990,146,0,11093,337
OF3,32,WhiteNoise,06-04,75522308,100,0,8651,214
OF3,32,WhiteNoise,06-05,68174385,164,0,13663,369
OF3,32,WhiteNoise,06-08,69850006,109,0,12056,216
OF3,32,WhiteNoise,06-09,79082725,138,0,11702,329
OF3,32,WhiteNoise,06-10,66476137,119,0,10938,263
OF3,32,WhiteNoise,07-02,71482763,103,0,12131,172
OF3,32,WhiteNoise,07-03,72588046,114,0,12417,229
OF3,32,WhiteNoise,07-04,103575510,140,0,11398,289
OF3,32,WhiteNoise,07-05,75488579,111,0,10983,187
OF3,32,WhiteNoise,07-06,74014898,132,0,13391,303
OF3,32,WhiteNoise,07-08,70193346,116,0,11498,256
OF3,32,WhiteNoise,07-09,84048363,125,0,11846,267
OF3,32,WhiteNoise,07-10,74328565,106,0,12211,193
OF3,32,WhiteNoise,09-04,73720777,121,0,11422,269
OF3,32,WhiteNoise,09-05,70748332,103,0,10730,215
OF3,32,WhiteNoise,09-08,80502929,126,0,11057,308
OF3,32,WhiteNoise,09-10,83255656,114,0,9763,238
OF3,32,WhiteNoise,10-08,77883963,114,0,11228,255
OF3,64,CauchyDensity,01-02,9180212805,1402,1,47252,686
OF3,64,CauchyDensity,01-03,2978021838,1445,1,68690,568
OF3,64,CauchyDensity,01-04,5244903360,2729,1,74933,1651
OF3,64,CauchyDensity,01-05,6267903722,1200,1,43810,521
OF3,64,CauchyDensity,01-06,8640756736,978,1,36374,322
OF3,64,CauchyDensity,01-07,4560601099,1441,1,70564,652
OF3,64,CauchyDensity,01-08,7749756608,1672,1,50633,930
OF3,64,CauchyDensity,01-09,6373859371,2221,1,62070,1211
OF3,64,CauchyDensity,01-10,5683947610,1625,1,66734,677
OF3,64,CauchyDensity,02-03,8213374227,1095,1,38377,385
OF3,64,CauchyDensity,02-04,7712808349,1112,1,40146,393
OF3,64,CauchyDensity,02-05,3968841989,2470,1,48340,1776
OF3,64,CauchyDensity,02-07,7240226578,927,1,36176,283
OF3,64,CauchyDensity,02-10,8086721039,685,1,29214,175
OF3,64,CauchyDensity,03-07,2254023431,1555,1,63496,683
OF3,64,CauchyDensity,03-10,3050901438,1749,1,69751,606
OF3,64,CauchyDensity,04-03,3822871490,1691,1,48377,852
OF3,64,CauchyDensity,04-07,3557888645,1387,1,45758,587
OF3,64,CauchyDensity,04-10,3899715232,1211,1,43389,384
OF3,64,CauchyDensity,05-03,5656689318,737,1,34763,154
OF3,64,CauchyDensity,05-04,5012064572,1371,1,58664,414
OF3,64,CauchyDensity,05-07,5008872209,727,1,36013,130
OF3,64,CauchyDensity,05-10,6309067556,804,1,35168,188
OF3,64,CauchyDensity,06-02,6277165557,658,1,30664,171
OF3,64,CauchyDensity,06-03,6929047716,642,1,27125,151
OF3,64,CauchyDensity,06-04,4228125018,731,1,36699,134
OF3,64,CauchyDensity,06-05,4719844430,937,1,38906,238
OF3,64,CauchyDensity,06-07,4993040453,702,1,31417,129
OF3,64,CauchyDensity,06-08,4905074922,779,1,42655,141
OF3,64,CauchyDensity,06-10,5926376798,725,1,31804,137
OF3,64,CauchyDensity,07-10,1522110923,1564,1,64612,666
OF3,64,CauchyDensity,08-02,3555405581,895,1,40944,295
OF3,64,CauchyDensity,08-03,7586575220,1367,1,39117,772
OF3,64,CauchyDensity,08-04,6026807778,872,1,43905,169
OF3,64,CauchyDensity,08-05,2895053492,1168,1,52569,417
OF3,64,CauchyDensity,08-07,6956867545,592,1,29357,104
OF3,64,CauchyDensity,08-10,8249592644,592,1,27937,107
OF3,64,CauchyDensity,09-02,5929815142,678,1,34517,157
OF3,64,CauchyDensity,09-03,4684521737,1107,1,50429,285
OF3,64,CauchyDensity,09-04,7247384839,667,1,30935,154
OF3,64,CauchyDensity,09-05,4655713009,929,1,48809,210
OF3,64,CauchyDensity,09-06,9312581623,520,1,22541,93
OF3,64,CauchyDensity,09-07,4632473874,758,1,40010,138
OF3,64,CauchyDensity,09-08,6246565287,623,1,27439,108
OF3,64,CauchyDensity,09-10,3916119791,779,1,43598,135
OF3,64,ClassicImages,01-02,2069488237,1887,1,66681,857
OF3,64,ClassicImages,01-03,2483465849,1599,1,56651,699
OF3,64,ClassicImages,01-04,1668780480,1831,1,69088,629
OF3,64,ClassicImages,01-05,1970458101,1670,1,59515,749
OF3,64,ClassicImages,01-06,2965569322,1102,1,52324,330
OF3,64,ClassicImages,01-07,2251109528,1199,1,63633,303
OF3,64,ClassicImages,01-08,1782650502,1624,1,67724,672
OF3,64,ClassicImages,01-09,3233198041,1089,1,53594,252
OF3,64,ClassicImages,01-10,2793357881,2357,1,72001,923
OF3,64,ClassicImages,02-03,1525876716,1341,1,62845,477
OF3,64,ClassicImages,02-04,844038513,1736,1,69547,799
OF3,64,ClassicImages,02-05,895232904,1739,1,68374,880
OF3,64,ClassicImages,02-07,999782463,1828,2,64820,928
OF3,64,ClassicImages,02-10,1607139804,1409,1,64883,516
OF3,64,ClassicImages,03-07,1797966195,1294,1,63551,361
OF3,64,ClassicImages,03-10,2433724870,1267,1,57232,376
OF3,64,ClassicImages,04-03,1286687881,1065,1,59657,342
OF3,64,ClassicImages,04-07,1415033784,1750,1,68513,686
OF3,64,ClassicImages,04-10,2061928001,2130,1,66348,1127
OF3,64,ClassicImages,05-03,1335463698,1331,1,64286,470
OF3,64,ClassicImages,05-04,1027760483,2510,1,68130,1269
OF3,64,ClassicImages,05-07,1001153907,1463,1,69097,590
OF3,64,ClassicImages,05-10,2049653328,2380,1,65883,1263
OF3,64,ClassicImages,06-02,1014878625,1438,1,68143,449
OF3,64,ClassicImages,06-03,1871331185,1119,1,51942,379
OF3,64,ClassicImages,06-04,1597308358,1430,1,65947,490
OF3,64,ClassicImages,06-05,1302524327,1405,1,66755,509
OF3,64,ClassicImages,06-07,1242566472,1816,1,70897,846
OF3,64,ClassicImages,06-08,1633473362,1818,1,57631,757
OF3,64,ClassicImages,06-10,1658754219,2098,1,65552,937
OF3,64,ClassicImages,07-10,1830977043,2963,1,67048,1981
OF3,64,ClassicImages,08-02,1169660289,1452,1,63463,451
OF3,64,ClassicImages,08-03,1626240011,1117,2,54663,399
OF3,64,ClassicImages,08-04,1056395410,1346,1,69620,472
OF3,64,ClassicImages,08-05,1327555773,1999,1,63745,1094
OF3,64,ClassicImages,08-07,1401033200,1941,1,66716,937
OF3,64,ClassicImages,08-10,1823866863,2315,1,67280,1210
OF3,64,ClassicImages,09-02,2486488892,1087,1,52671,243
OF3,64,ClassicImages,09-03,2783913814,1044,1,50002,276
OF3,64,ClassicImages,09-04,2585927611,1100,1,49385,242
OF3,64,ClassicImages,09-05,2109278208,1192,1,53097,338
OF3,64,ClassicImages,09-06,2762950415,850,1,46086,146
OF3,64,ClassicImages,09-07,2144263271,1142,1,55964,311
OF3,64,ClassicImages,09-08,3131095789,956,1,47580,189
OF3,64,ClassicImages,09-10,3749504838,952,1,44503,229
OF3,64,GRFmoderate,01-02,1803866917,1251,1,60899,386
OF3,64,GRFmoderate,01-03,1598181652,1194,1,62404,351
OF3,64,GRFmoderate,01-04,1512318274,1735,1,69994,649
OF3,64,GRFmoderate,01-05,1883104522,1010,1,56281,205
OF3,64,GRFmoderate,01-06,2286832519,1260,1,45545,505
OF3,64,GRFmoderate,01-07,1848446996,1301,1,58480,428
OF3,64,GRFmoderate,01-08,2416352798,1481,1,57873,485
OF3,64,GRFmoderate,01-09,1847298469,1651,1,63010,623
OF3,64,GRFmoderate,01-10,2462941359,948,1,51408,209
OF3,64,GRFmoderate,02-03,1795248671,1281,1,60148,384
OF3,64,GRFmoderate,02-04,2515495519,1382,1,60278,422
OF3,64,GRFmoderate,02-05,2756184143,1189,1,55024,352
OF3,64,GRFmoderate,02-07,2563164355,1140,1,53665,315
OF3,64,GRFmoderate,02-10,3288239754,952,1,52006,207
OF3,64,GRFmoderate,03-07,1779981174,1384,1,58299,489
OF3,64,GRFmoderate,03-10,2494029241,1194,1,58485,328
OF3,64,GRFmoderate,04-03,2603923664,1197,1,54333,336
OF3,64,GRFmoderate,04-07,2196016272,1329,1,55772,415
OF3,64,GRFmoderate,04-10,1339869765,1322,1,65267,396
OF3,64,GRFmoderate,05-03,1628002064,1567,1,62229,650
OF3,64,GRFmoderate,05-04,3002469170,927,1,45485,213
OF3,64,GRFmoderate,05-07,1237522500,3077,1,71525,1830
OF3,64,GRFmoderate,05-10,2735121265,1195,1,54403,333
OF3,64,GRFmoderate,06-02,3089824254,1126,1,49708,306
OF3,64,GRFmoderate,06-03,2029065417,1300,1,58381,403
OF3,64,GRFmoderate,06-04,3434361073,920,1,46487,172
OF3,64,GRFmoderate,06-05,1135459491,1409,1,61275,678
OF3,64,GRFmoderate,06-07,1839157111,2594,1,65473,1357
OF3,64,GRFmoderate,06-08,1578609793,1575,1,68460,556
OF3,64,GRFmoderate,06-10,3299964920,834,1,43885,142
OF3,64,GRFmoderate,07-10,2020792961,2211,1,61660,1292
OF3,64,GRFmoderate,08-02,2082777551,1709,1,64618,694
OF3,64,GRFmoderate,08-03,1752903452,1040,1,55284,245
OF3,64,GRFmoderate,08-04,3622514630,987,1,45194,268
OF3,64,GRFmoderate,08-05,1604452308,1241,1,59310,407
OF3,64,GRFmoderate,08-07,1722907602,1507,1,63247,503
OF3,64,GRFmoderate,08-10,3463491179,1091,1,49150,258
OF3,64,GRFmoderate,09-02,2777747022,1152,1,56839,309
OF3,64,GRFmoderate,09-03,1888910525,1719,1,69984,619
OF3,64,GRFmoderate,09-04,1686375507,1552,1,61128,548
OF3,64,GRFmoderate,09-05,1615710531,2985,1,66738,1195
OF3,64,GRFmoderate,09-06,2165298350,1084,1,53306,219
OF3,64,GRFmoderate,09-07,1018327403,1276,1,67805,415
OF3,64,GRFmoderate,09-08,2332510953,1034,1,53306,229
OF3,64,GRFmoderate,09-10,1547656804,1350,1,62985,449
OF3,64,GRFrough,01-02,574552675,2262,1,83199,878
OF3,64,GRFrough,01-03,811700944,1211,1,66156,339
OF3,64,GRFrough,01-04,721216452,2604,1,79749,1115
OF3,64,GRFrough,01-05,472591652,1257,1,67528,463
OF3,64,GRFrough,01-06,598859085,1594,1,67681,662
OF3,64,GRFrough,01-07,811793609,2230,1,67687,1099
OF3,64,GRFrough,01-08,539063957,1891,1,70939,876
OF3,64,GRFrough,01-09,518260200,1793,1,68023,849
OF3,64,GRFrough,01-10,640567356,1736,1,69733,792
OF3,64,GRFrough,02-03,669116941,1741,1,71179,584
OF3,64,GRFrough,02-04,782610381,2445,1,71157,1084
OF3,64,GRFrough,02-05,692880455,1318,1,68130,439
OF3,64,GRFrough,02-07,651821328,1994,1,72012,804
OF3,64,GRFrough,02-10,804499549,2162,1,75499,1059
OF3,64,GRFrough,03-07,510171357,1724,1,79634,723
OF3,64,GRFrough,03-10,873448650,1181,1,60629,305
OF3,64,GRFrough,04-03,655848902,1769,1,73977,754
OF3,64,GRFrough,04-07,572101137,1702,1,79677,623
OF3,64,GRFrough,04-10,793694758,2017,1,70468,808
OF3,64,GRFrough,05-03,914542584,1403,1,65938,430
OF3,64,GRFrough,05-04,695429078,1647,1,66722,529
OF3,64,GRFrough,05-07,873921007,1357,1,64476,435
OF3,64,GRFrough,05-10,534686858,1190,1,64692,388
OF3,64,GRFrough,06-02,762688306,1283,1,62493,366
OF3,64,GRFrough,06-03,935698787,1177,1,65778,275
OF3,64,GRFrough,06-04,747487079,2339,1,76961,844
OF3,64,GRFrough,06-05,409276041,2620,1,71081,1385
OF3,64,GRFrough,06-07,973070766,1346,1,61968,466
OF3,64,GRFrough,06-08,676623980,1285,1,57844,458
OF3,64,GRFrough,06-10,487773501,1811,1,68704,950
OF3,64,GRFrough,07-10,931893057,1355,1,53904,483
OF3,64,GRFrough,08-02,711309560,1376,1,66560,528
OF3,64,GRFrough,08-03,829694565,1834,1,69225,777
OF3,64,GRFrough,08-04,778313917,1810,1,67629,645
OF3,64,GRFrough,08-05,608965585,1518,1,68114,561
OF3,64,GRFrough,08-07,786584328,1998,1,72989,898
OF3,64,GRFrough,08-10,588537365,1542,1,67247,627
OF3,64,GRFrough,09-02,664136381,1226,1,66892,423
OF3,64,GRFrough,09-03,957711902,1868,1,70196,649
OF3,64,GRFrough,09-04,762468274,1709,1,68808,680
OF3,64,GRFrough,09-05,372900232,1246,1,70435,480
OF3,64,GRFrough,09-06,447565637,1831,1,70212,866
OF3,64,GRFrough,09-07,871886411,1373,1,69633,353
OF3,64,GRFrough,09-08,672614363,1456,1,64205,663
OF3,64,GRFrough,09-10,537859216,1639,1,73785,648
OF3,64,GRFsmooth,01-02,7386639609,836,1,38774,156
OF3,64,GRFsmooth,01-03,2558839339,1607,1,53170,730
OF3,64,GRFsmooth,01-04,6078394044,739,1,34290,146
OF3,64,GRFsmooth,01-05,4671769207,1072,1,52306,312
OF3,64,GRFsmooth,01-06,2511821416,1225,1,54911,472
OF3,64,GRFsmooth,01-07,3545342086,2078,1,58931,1040
OF3,64,GRFsmooth,01-08,2806538272,1847,1,67893,643
OF3,64,GRFsmooth,01-09,2665517720,1151,1,48488,386
OF3,64,GRFsmooth,01-10,4420509334,999,1,53301,225
OF3,64,GRFsmooth,02-03,5707131678,1015,1,43421,225
OF3,64,GRFsmooth,02-04,2675284805,1577,1,65980,597
OF3,64,GRFsmooth,02-05,3828154514,1102,1,49132,341
OF3,64,GRFsmooth,02-07,7049644947,802,1,33709,149
OF3,64,GRFsmooth,02-10,4157193929,942,1,41984,177
OF3,64,GRFsmooth,03-07,3286702019,967,1,46430,192
OF3,64,GRFsmooth,03-10,3304848265,1648,1,61068,708
OF3,64,GRFsmooth,04-03,4439836815,1120,1,46930,242
OF3,64,GRFsmooth,04-07,5779227566,934,1,37855,195
OF3,64,GRFsmooth,04-10,4522729216,912,1,41740,172
OF3,64,GRFsmooth,05-03,3967586408,2095,1,72577,711
OF3,64,GRFsmooth,05-04,3742353601,924,1,39216,158
OF3,64,GRFsmooth,05-07,4726485733,1005,1,42149,212
OF3,64,GRFsmooth,05-10,2605104743,1567,1,60448,417
OF3,64,GRFsmooth,06-02,6014521765,954,1,38919,305
OF3,64,GRFsmooth,06-03,2325406369,1731,1,65270,684
OF3,64,GRFsmooth,06-04,5341854724,781,1,38469,141
OF3,64,GRFsmooth,06-05,4201387203,1075,1,49101,325
OF3,64,GRFsmooth,06-07,2864222982,1354,1,51843,493
